X,Y,id,nome,ubicazione,sup/fond,immagine,icon_url
16.8704915590541,38.8914426165048,"58",Lola 1,m,null,C:\Users\ettor\Desktop\Carta Crotone\Raster\P1000\jpg\lola1.jpg,./0.png
17.1970778836866,38.9990073032442,"59",Lorenza 1,m,null,C:\Users\ettor\Desktop\Carta Crotone\Raster\P1000\jpg\lorenza1.jpg,./0.png
17.2358955662945,38.9809976207963,"60",Lucilla 1,m,null,C:\Users\ettor\Desktop\Carta Crotone\Raster\P1000\jpg\lucilla1.jpg,./0.png
17.1552671277298,39.2599626389924,"61",Lucrezia 1,m,null,C:\Users\ettor\Desktop\Carta Crotone\Raster\P1000\jpg\lucrezia1.jpg,./0.png
17.1909706614338,39.1231062926351,"62",Luna 1,m,null,C:\Users\ettor\Desktop\Carta Crotone\Raster\P1000\jpg\luna1.jpg,./0.png
17.1816206809433,39.1016042549918,"63",Luna 2,m,null,C:\Users\ettor\Desktop\Carta Crotone\Raster\P1000\jpg\luna2.jpg,./0.png
17.1514778895918,39.1020655578739,"64",Luna 3 bis,m,null,C:\Users\ettor\Desktop\Carta Crotone\Raster\P1000\jpg\luna3bis.jpg,./0.png
17.1889555476107,39.0729417269952,"65",Luna 4,m,null,C:\Users\ettor\Desktop\Carta Crotone\Raster\P1000\jpg\luna4.jpg,./0.png
17.1675741439521,39.1201832592464,"66",Luna 5,m,null,C:\Users\ettor\Desktop\Carta Crotone\Raster\P1000\jpg\luna5.jpg,./0.png
17.210139623482,39.041737455319,"67",Luna 6 Dir,m,s,C:\Users\ettor\Desktop\Carta Crotone\Raster\P1000\jpg\luna6dir.jpg,./0.png
17.2140132030057,39.0444299674861,"68",Luna 6 Dir F,m,f,C:\Users\ettor\Desktop\Carta Crotone\Raster\P1000\jpg\luna6dir.jpg,./0.png
17.1815598647797,39.1142551058493,"69",Luna 7 Dir,m,s,C:\Users\ettor\Desktop\Carta Crotone\Raster\P1000\jpg\luna7dir.jpg,./0.png
17.1905022177248,39.1064921182976,"70",Luna 7 Dir F,m,f,C:\Users\ettor\Desktop\Carta Crotone\Raster\P1000\jpg\luna7dir.jpg,./0.png
17.1744192371917,39.1208665963214,"71",Luna 8 bis Dir A,m,f,C:\Users\ettor\Desktop\Carta Crotone\Raster\P1000\jpg\luna8bisdira.jpg,./0.png
17.1936843887726,39.1132706551564,"72",Luna 8 bis Dir,m,f,C:\Users\ettor\Desktop\Carta Crotone\Raster\P1000\jpg\luna8bisdir.jpg,./0.png
17.1897827159629,39.1142540291992,"73",Luna 9 Dir,m,f,C:\Users\ettor\Desktop\Carta Crotone\Raster\P1000\jpg\luna9dir.jpg,./0.png
17.1984965089655,39.1173965168161,"74",Luna 10 Dir,m,f,C:\Users\ettor\Desktop\Carta Crotone\Raster\P1000\jpg\luna10dir.jpg,./0.png
17.190208708729,39.1175525992523,"75",Luna 10 Dir A,m,f,C:\Users\ettor\Desktop\Carta Crotone\Raster\P1000\jpg\luna10dira.jpg,./0.png
17.1943483394627,39.1212497914326,"76",Luna 11 Dir bis,m,f,C:\Users\ettor\Desktop\Carta Crotone\Raster\P1000\jpg\luna11dirbis.jpg,./0.png
17.1985502380191,39.1232157881118,"77",Luna 11 Dir,m,f,C:\Users\ettor\Desktop\Carta Crotone\Raster\P1000\jpg\luna11dir.jpg,./0.png
17.1899132524454,39.1192159452439,"78",Luna 12 Dir,m,f,C:\Users\ettor\Desktop\Carta Crotone\Raster\P1000\jpg\luna12Dir.jpg,./0.png
17.1848043502921,39.1178252459104,"79",Luna 13 Dir,m,f,C:\Users\ettor\Desktop\Carta Crotone\Raster\P1000\jpg\luna13Dir.jpg,./0.png
17.1855848281359,39.1232434849245,"80",Luna 14 Dir,m,f,C:\Users\ettor\Desktop\Carta Crotone\Raster\P1000\jpg\luna14dir.jpg,./0.png
17.1772691632012,39.1082447565045,"81",Luna 15 Dir,m,f,C:\Users\ettor\Desktop\Carta Crotone\Raster\P1000\jpg\luna15dir.jpg,./0.png
17.1775185170972,39.1144658461464,"82",Luna 16 Dir,m,f,C:\Users\ettor\Desktop\Carta Crotone\Raster\P1000\jpg\luna16dir.jpg,./0.png
17.1846260883823,39.1105577164153,"83",Luna 17 Dir,m,f,C:\Users\ettor\Desktop\Carta Crotone\Raster\P1000\jpg\luna17dir.jpg,./0.png
17.1849126100875,39.1048581741979,"84",Luna 18 Dir,m,f,C:\Users\ettor\Desktop\Carta Crotone\Raster\P1000\jpg\luna18dir.jpg,./0.png
17.1585959572082,39.1170613654181,"85",Luna 19,m,null,C:\Users\ettor\Desktop\Carta Crotone\Raster\P1000\jpg\luna19.jpg,./0.png
